id,card_no,holder_name,dept_name,trans_date,amount,merchant,category,purpose
597,6282216546345068,张伟,人社局,2025-04-24,12224.94,某旅行社,公务接待,印刷费
598,6282908390888389,杨帆,交通局,2025-03-05,3493.3,某会议中心,差旅住宿,差旅住宿
599,6282668277800523,孙丽,住建局,2025-01-01,1160.52,某酒店,培训费,车辆加油
600,6282936313528584,马超,住建局,2025-02-04,8213.7,某广告公司,公务接待,车辆加油
601,6282337641497464,朱红,人社局,2025-05-21,3903.79,某酒店,会议费,办公用品
602,6282693240336169,刘洋,交通局,2025-04-18,5666.42,某会议中心,办公用品,车辆加油
603,6282190059128777,张伟,人社局,2025-02-09,14649.86,某餐饮公司,宣传费,办公用品
604,6282115105626465,张伟,交通局,2025-02-27,10121.2,某会议中心,培训费,会议费
605,6282961885118856,孙丽,卫健委,2025-05-06,6428.76,某加油站,公务接待,办公用品
606,6282409105466106,徐明,教育局,2025-04-07,14625.56,某餐饮公司,宣传费,公务接待
607,6282159679402080,马超,农业农村局,2025-06-08,14145.96,某汽车维修厂,公务接待,印刷费
608,6282307308475982,马超,住建局,2025-03-07,2873.04,某餐饮公司,培训费,印刷费
609,6282100525154278,林雪,民政局,2025-04-14,14915.26,某餐饮公司,办公用品,车辆维修
610,6282993862759159,陈静,科技局,2025-02-14,11141.24,某酒店,公务接待,车辆维修
611,6282652977237105,徐明,教育局,2025-06-16,9151.02,某广告公司,车辆维修,差旅住宿
612,6282859530341426,朱红,卫健委,2025-06-16,13384.98,某会议中心,车辆维修,差旅住宿
613,6282340401426931,杨帆,住建局,2025-02-20,11701.02,某印刷厂,办公用品,印刷费
614,6282241937880957,徐明,人社局,2025-03-01,7116.19,某酒店,车辆加油,公务接待
615,6282747359295118,林雪,住建局,2025-02-08,10313.5,某广告公司,印刷费,会议费
616,6282521975569675,徐明,人社局,2025-01-10,13401.09,某酒店,差旅住宿,车辆加油
617,6282838745245176,陈静,交通局,2025-06-27,13088.14,某汽车维修厂,会议费,公务接待
618,6282358458440302,林雪,卫健委,2025-03-18,14075.89,某汽车维修厂,差旅住宿,办公用品
619,6282620489978891,胡兵,人社局,2025-06-18,8454.67,某广告公司,公务接待,印刷费
620,6282323819273477,朱红,农业农村局,2025-06-02,9874.63,某汽车维修厂,会议费,会议费
621,6282951348299530,张伟,民政局,2025-01-05,12918.34,某广告公司,宣传费,印刷费
622,6282282459563669,赵敏,人社局,2025-03-24,9288.79,某汽车维修厂,车辆维修,公务接待
623,6282469428765761,刘洋,民政局,2025-03-11,11035.41,某餐饮公司,培训费,车辆维修
624,6282313779438899,赵敏,民政局,2025-02-25,10592.42,某会议中心,办公用品,公务接待
625,6282833019368230,吴鑫,交通局,2025-01-17,10450.41,某广告公司,办公用品,培训费
626,6282191284008707,刘洋,人社局,2025-05-24,11704.5,某旅行社,办公用品,印刷费
627,6282432506193639,杨帆,教育局,2025-01-18,9081.45,某会议中心,差旅住宿,车辆维修
628,6282664549210767,马超,民政局,2025-01-13,8063.07,某加油站,会议费,培训费
629,6282983681777271,张伟,住建局,2025-04-27,13856.6,某加油站,印刷费,会议费
630,6282649289836498,吴鑫,交通局,2025-03-28,12121.38,某会议中心,公务接待,车辆维修
631,6282160533851066,周杰,科技局,2025-06-10,3748.94,某加油站,车辆加油,公务接待
632,6282186485900051,张伟,民政局,2025-06-06,3437.71,某汽车维修厂,办公用品,宣传费
633,6282450807869364,胡兵,人社局,2025-04-04,6710.75,某印刷厂,印刷费,车辆维修
634,6282386943816795,吴鑫,住建局,2025-03-27,13470.19,某广告公司,印刷费,印刷费
635,6282709536410087,周杰,民政局,2025-06-08,9435.79,某加油站,培训费,培训费
636,6282832808690476,黄磊,民政局,2025-02-16,3467.38,某会议中心,宣传费,宣传费
637,6282482008940262,朱红,交通局,2025-05-26,14630.6,某广告公司,车辆加油,公务接待
638,6282916516402908,吴鑫,住建局,2025-05-01,9487.39,某餐饮公司,差旅住宿,培训费
639,6282738027771428,孙丽,教育局,2025-04-10,635.64,某广告公司,公务接待,车辆维修
640,6282503640290626,马超,农业农村局,2025-06-20,8408.59,某酒店,办公用品,公务接待
641,6282586647286790,张伟,住建局,2025-06-09,9953.34,某会议中心,培训费,办公用品
642,6282417256339625,朱红,卫健委,2025-06-18,4622.55,某加油站,公务接待,会议费
643,6282625051390375,杨帆,民政局,2025-06-16,1868.17,某印刷厂,印刷费,会议费
644,6282596531763251,林雪,交通局,2025-03-07,11757.46,某印刷厂,差旅住宿,公务接待
645,6282608806186615,王芳,教育局,2025-06-20,8513.86,某广告公司,车辆维修,公务接待
646,6282659936596746,林雪,科技局,2025-03-24,2409.34,某酒店,办公用品,培训费
647,6282563306031566,马超,卫健委,2025-02-26,10252.94,某汽车维修厂,公务接待,车辆加油
648,6282362274435702,张伟,农业农村局,2025-06-07,1563.57,某餐饮公司,车辆加油,办公用品
649,6282660627831406,王芳,民政局,2025-01-01,4291.1,某广告公司,差旅住宿,培训费
650,6282659208146047,刘洋,人社局,2025-05-01,11691.38,某餐饮公司,车辆维修,培训费
651,6282714329354146,杨帆,农业农村局,2025-06-13,13224.3,某餐饮公司,培训费,差旅住宿
652,6282455384376663,周杰,民政局,2025-06-18,5324.5,某汽车维修厂,车辆加油,公务接待
653,6282954639463849,李娜,农业农村局,2025-01-14,13863.49,某餐饮公司,公务接待,车辆维修
654,6282192951494412,马超,人社局,2025-02-25,4525.24,某会议中心,差旅住宿,印刷费
655,6282166185353291,孙丽,教育局,2025-04-28,5180.12,某旅行社,公务接待,公务接待
656,6282195465756370,王芳,科技局,2025-04-22,4182.16,某广告公司,车辆维修,车辆维修
657,6282695815878953,李娜,农业农村局,2025-01-13,6564.27,某餐饮公司,车辆维修,宣传费
658,6282456444891321,吴鑫,人社局,2025-02-24,1384.02,某加油站,印刷费,车辆加油
659,6282313040471021,林雪,卫健委,2025-01-09,2238.07,某会议中心,印刷费,公务接待
660,6282666255779158,朱红,人社局,2025-02-19,14165.1,某广告公司,车辆维修,车辆维修
661,6282165791762114,朱红,交通局,2025-01-12,153.44,某加油站,车辆加油,宣传费
662,6282763695146686,黄磊,教育局,2025-05-07,3595.11,某会议中心,车辆加油,培训费
663,6282763921568316,杨帆,教育局,2025-05-09,2009.98,某酒店,印刷费,培训费
664,6282599319693090,陈静,卫健委,2025-02-22,9256.83,某会议中心,会议费,办公用品
665,6282850240817893,胡兵,科技局,2025-01-05,332.14,某汽车维修厂,宣传费,车辆维修
666,6282434611433059,黄磊,科技局,2025-06-10,3329.02,某旅行社,车辆维修,车辆加油
667,6282882520503022,黄磊,农业农村局,2025-06-27,1384.64,某旅行社,会议费,车辆维修
668,6282166094328351,徐明,人社局,2025-03-13,7002.59,某印刷厂,车辆维修,会议费
669,6282952772736756,刘洋,科技局,2025-03-17,4077.74,某酒店,车辆维修,公务接待
670,6282899776604412,赵敏,科技局,2025-01-05,10109.63,某加油站,宣传费,车辆维修
671,6282624554704427,赵敏,农业农村局,2025-04-26,8331.06,某汽车维修厂,差旅住宿,培训费
672,6282479614325403,陈静,卫健委,2025-02-02,841.36,某办公用品店,差旅住宿,宣传费
673,6282284896267301,马超,卫健委,2025-03-23,10506.22,某加油站,宣传费,印刷费
674,6282375233985242,孙丽,人社局,2025-02-05,14471.36,某广告公司,办公用品,车辆维修
675,6282898412724833,胡兵,教育局,2025-05-16,13703.58,某加油站,宣传费,公务接待
676,6282679526407413,陈静,人社局,2025-06-28,13935.95,某旅行社,车辆维修,会议费
677,6282651648029268,张伟,卫健委,2025-02-15,13896.66,某酒店,车辆加油,宣传费
678,6282453579742330,王芳,住建局,2025-03-21,14986.05,某汽车维修厂,办公用品,差旅住宿
679,6282458660455352,张伟,民政局,2025-05-16,11632.34,某旅行社,宣传费,办公用品
680,6282362056891160,胡兵,卫健委,2025-05-19,12789.56,某印刷厂,差旅住宿,宣传费
681,6282384816068414,赵敏,住建局,2025-02-28,3950.27,某旅行社,车辆维修,车辆加油
682,6282139263636809,刘洋,民政局,2025-05-20,1298.49,某印刷厂,差旅住宿,差旅住宿
683,6282298710025031,杨帆,民政局,2025-04-18,6999.11,某会议中心,差旅住宿,车辆维修
684,6282410199043183,刘洋,科技局,2025-04-05,4592.7,某办公用品店,办公用品,印刷费
685,6282227901175303,陈静,住建局,2025-04-20,63.92,某餐饮公司,车辆维修,办公用品
686,6282468646296119,周杰,住建局,2025-05-16,10103.08,某会议中心,差旅住宿,培训费
687,6282373359410444,刘洋,科技局,2025-05-18,9946.73,某汽车维修厂,培训费,会议费
688,6282502442324011,赵敏,卫健委,2025-01-18,7391.15,某旅行社,差旅住宿,办公用品
689,6282724599406116,杨帆,农业农村局,2025-06-05,12762.99,某餐饮公司,培训费,公务接待
690,6282763453122865,刘洋,教育局,2025-04-15,10903.37,某加油站,宣传费,车辆加油
691,6282808248296961,王芳,住建局,2025-04-14,3362.61,某办公用品店,公务接待,会议费
692,6282548611968925,杨帆,教育局,2025-06-03,10942.32,某会议中心,培训费,办公用品
693,6282372630830536,林雪,教育局,2025-01-23,3084.3,某广告公司,宣传费,会议费
694,6282210458216122,林雪,科技局,2025-02-09,4083.78,某加油站,公务接待,车辆维修
695,6282664909294704,李娜,科技局,2025-02-16,5762.37,某酒店,车辆加油,公务接待
696,6282991806048809,黄磊,教育局,2025-01-28,7622.25,某广告公司,公务接待,培训费
697,6282397989799424,周杰,教育局,2025-03-24,12506.39,某餐饮公司,办公用品,宣传费
698,6282627473284440,孙丽,卫健委,2025-01-21,13082.3,某加油站,办公用品,宣传费
699,6282106234211529,徐明,教育局,2025-06-14,345.34,某办公用品店,车辆加油,公务接待
700,6282491807407305,徐明,科技局,2025-01-26,5701.23,某印刷厂,车辆加油,宣传费
701,6282588425750182,杨帆,农业农村局,2025-03-07,14006.87,某加油站,宣传费,培训费
702,6282794010893719,徐明,卫健委,2025-01-04,3894.06,某旅行社,培训费,会议费
703,6282590839107613,胡兵,人社局,2025-03-06,13134.41,某加油站,会议费,办公用品
704,6282197403133718,王芳,教育局,2025-01-20,3640.8,某会议中心,培训费,车辆加油
705,6282467560542427,杨帆,交通局,2025-01-23,5194.38,某办公用品店,办公用品,宣传费
706,6282722492819050,林雪,民政局,2025-02-03,2014.8,某酒店,车辆维修,宣传费
707,6282786691576256,马超,民政局,2025-05-20,13537.44,某印刷厂,公务接待,宣传费
708,6282226883944572,胡兵,人社局,2025-01-11,3539.26,某广告公司,差旅住宿,印刷费
709,6282331128084314,胡兵,教育局,2025-01-23,875.33,某汽车维修厂,差旅住宿,差旅住宿
710,6282567429567040,胡兵,人社局,2025-03-10,6030.93,某印刷厂,公务接待,会议费
711,6282695900155544,吴鑫,教育局,2025-03-14,397.39,某汽车维修厂,车辆维修,印刷费
712,6282770150153150,陈静,农业农村局,2025-06-25,2068.48,某办公用品店,宣传费,培训费
713,6282962488621638,黄磊,教育局,2025-02-22,1529.87,某餐饮公司,印刷费,办公用品
714,6282953427812560,胡兵,交通局,2025-06-22,2020.42,某加油站,办公用品,车辆维修
715,6282878350137363,孙丽,农业农村局,2025-01-21,8050.85,某旅行社,宣传费,宣传费
716,6282943997521322,胡兵,民政局,2025-02-17,2511.88,某汽车维修厂,差旅住宿,会议费
717,6282910074821181,胡兵,教育局,2025-04-05,12968.67,某旅行社,会议费,车辆加油
718,6282110714185363,黄磊,科技局,2025-04-24,2407.47,某广告公司,会议费,宣传费
719,6282753538307053,周杰,交通局,2025-04-19,2253.44,某加油站,印刷费,公务接待
720,6282297190535692,朱红,科技局,2025-01-20,7458.95,某印刷厂,会议费,车辆加油
721,6282923123403797,周杰,农业农村局,2025-01-14,8684.94,某加油站,宣传费,培训费
722,6282251620425350,赵敏,教育局,2025-04-10,13952.18,某加油站,宣传费,印刷费
723,6282778920730253,吴鑫,交通局,2025-04-21,1585.16,某办公用品店,公务接待,车辆加油
724,6282564582969908,刘洋,住建局,2025-02-02,12117.78,某汽车维修厂,办公用品,宣传费
725,6282171260778565,朱红,住建局,2025-01-01,4781.39,某酒店,办公用品,宣传费
726,6282931069066079,陈静,人社局,2025-04-24,13507.2,某办公用品店,差旅住宿,培训费
727,6282922194677459,朱红,住建局,2025-05-06,181.86,某加油站,公务接待,公务接待
728,6282460089742722,李娜,民政局,2025-06-27,10191.4,某加油站,宣传费,车辆维修
729,6282437787255422,孙丽,人社局,2025-04-03,14362.88,某印刷厂,车辆维修,车辆加油
730,6282189595244730,胡兵,人社局,2025-05-06,10214.07,某印刷厂,车辆维修,宣传费
731,6282881536459563,黄磊,交通局,2025-05-18,7304.41,某加油站,宣传费,差旅住宿
732,6282262091864443,黄磊,交通局,2025-06-13,8917.52,某印刷厂,宣传费,公务接待
733,6282263512947098,刘洋,交通局,2025-02-15,8324.65,某餐饮公司,办公用品,差旅住宿
734,6282311748599565,王芳,教育局,2025-06-28,3764.43,某广告公司,宣传费,宣传费
735,6282839029798065,刘洋,住建局,2025-04-22,14505.65,某加油站,车辆加油,宣传费
736,6282560664027885,杨帆,民政局,2025-03-12,4942.87,某会议中心,会议费,培训费
737,6282707302418532,周杰,教育局,2025-03-04,5958.23,某汽车维修厂,办公用品,办公用品
738,6282830427307917,杨帆,农业农村局,2025-01-08,8675.75,某酒店,差旅住宿,车辆加油
739,6282783678712744,杨帆,交通局,2025-01-19,6192.26,某汽车维修厂,公务接待,车辆加油
740,6282198481489376,王芳,科技局,2025-06-21,7503.25,某汽车维修厂,办公用品,培训费
741,6282682977333577,王芳,人社局,2025-03-05,4785.74,某汽车维修厂,培训费,车辆维修
742,6282480640773332,李娜,农业农村局,2025-01-02,9925.38,某会议中心,公务接待,会议费
743,6282749977317319,林雪,人社局,2025-03-19,7716.98,某广告公司,公务接待,公务接待
744,6282493504628708,张伟,人社局,2025-04-13,1423.2,某加油站,车辆维修,印刷费
745,6282307356523017,胡兵,教育局,2025-04-24,12982.5,某酒店,公务接待,公务接待
746,6282984923429182,胡兵,教育局,2025-01-18,7747.5,某酒店,办公用品,差旅住宿
747,6282330342493436,王芳,科技局,2025-04-06,14414.78,某旅行社,印刷费,办公用品
748,6282901146351158,朱红,农业农村局,2025-02-22,10915.58,某会议中心,车辆加油,公务接待
749,6282981098663001,黄磊,民政局,2025-06-16,11433.22,某餐饮公司,车辆加油,办公用品
750,6282869218674289,胡兵,卫健委,2025-06-12,8976.38,某加油站,差旅住宿,印刷费
751,6282801712485893,张伟,民政局,2025-01-05,13620.36,某旅行社,培训费,会议费
752,6282631360876516,张伟,卫健委,2025-02-26,14399.1,某办公用品店,培训费,宣传费
753,6282649769766650,刘洋,卫健委,2025-03-22,7322.52,某汽车维修厂,车辆加油,宣传费
754,6282759373083608,孙丽,民政局,2025-04-13,13816.91,某会议中心,办公用品,印刷费
755,6282505911035930,刘洋,科技局,2025-04-10,8737.29,某加油站,会议费,宣传费
756,6282561094712862,黄磊,卫健委,2025-03-07,1723.22,某印刷厂,办公用品,办公用品
757,6282396215169688,孙丽,民政局,2025-06-09,11251.73,某加油站,培训费,会议费
758,6282483683869948,吴鑫,住建局,2025-03-02,4701.18,某酒店,车辆维修,办公用品
759,6282714342934159,刘洋,住建局,2025-05-06,12087.22,某餐饮公司,培训费,印刷费
760,6282930642422204,杨帆,教育局,2025-06-18,7213.6,某酒店,公务接待,公务接待
761,6282345668155994,周杰,科技局,2025-01-20,2492.35,某加油站,车辆加油,公务接待
762,6282597172671314,徐明,交通局,2025-04-07,440.95,某旅行社,公务接待,培训费
763,6282791541007660,徐明,交通局,2025-01-06,994.79,某办公用品店,会议费,培训费
764,6282682014303828,林雪,教育局,2025-05-13,12139.01,某酒店,公务接待,印刷费
765,6282647276409892,陈静,住建局,2025-02-26,11298.47,某旅行社,培训费,会议费
766,6282137362201153,刘洋,人社局,2025-02-14,4757.65,某汽车维修厂,公务接待,培训费
767,6282961938220959,杨帆,科技局,2025-01-22,2138.97,某旅行社,公务接待,印刷费
768,6282102165019905,林雪,科技局,2025-02-06,1074.84,某酒店,公务接待,办公用品
769,6282564912609492,徐明,科技局,2025-06-17,6501.34,某办公用品店,宣传费,会议费
770,6282272325854168,赵敏,卫健委,2025-03-25,5005.44,某加油站,车辆维修,印刷费
771,6282920707276511,徐明,农业农村局,2025-03-04,1217.59,某会议中心,印刷费,差旅住宿
772,6282520702244577,徐明,农业农村局,2025-02-27,12690.69,某旅行社,宣传费,会议费
773,6282332777936618,胡兵,科技局,2025-03-26,1323.25,某广告公司,公务接待,公务接待
774,6282718301360223,徐明,人社局,2025-03-26,2660.03,某酒店,车辆加油,车辆加油
775,6282714699530084,胡兵,交通局,2025-04-16,6482.49,某印刷厂,培训费,宣传费
776,6282225653546702,李娜,教育局,2025-06-06,3989.17,某汽车维修厂,车辆加油,培训费
777,6282722881442571,李娜,交通局,2025-05-08,9807.61,某汽车维修厂,会议费,宣传费
778,6282763200406024,李娜,民政局,2025-02-17,10035.62,某汽车维修厂,会议费,车辆加油
779,6282236945273378,李娜,教育局,2025-04-09,11896.36,某印刷厂,印刷费,宣传费
780,6282131621345738,林雪,民政局,2025-05-03,10977.11,某会议中心,办公用品,印刷费
781,6282724740768713,马超,卫健委,2025-02-01,1778.55,某旅行社,车辆维修,车辆加油
782,6282688831446462,张伟,教育局,2025-05-03,8713.59,某加油站,宣传费,差旅住宿
783,6282676786242670,陈静,人社局,2025-03-15,1741.26,某办公用品店,办公用品,印刷费
784,6282770859280137,吴鑫,交通局,2025-06-28,11281.71,某汽车维修厂,车辆维修,车辆维修
785,6282806728064583,吴鑫,卫健委,2025-05-20,12423.67,某广告公司,差旅住宿,办公用品
786,6282747816618466,赵敏,教育局,2025-01-06,14797.78,某汽车维修厂,印刷费,公务接待
787,6282772053984576,赵敏,科技局,2025-03-09,2309.14,某餐饮公司,公务接待,公务接待
788,6282339855399036,张伟,人社局,2025-06-07,1954.05,某餐饮公司,车辆加油,会议费
789,6282417065363774,胡兵,民政局,2025-01-23,2386.36,某会议中心,车辆维修,车辆加油
790,6282794897451849,朱红,农业农村局,2025-02-19,9102.22,某加油站,印刷费,会议费
791,6282124493747285,林雪,卫健委,2025-03-26,3692.55,某加油站,差旅住宿,会议费
792,6282697985793527,朱红,民政局,2025-06-20,1508.83,某办公用品店,车辆维修,公务接待
793,6282783276590942,杨帆,交通局,2025-05-21,11318.24,某餐饮公司,车辆加油,公务接待
794,6282842636409815,周杰,民政局,2025-02-13,2162.51,某广告公司,办公用品,办公用品
795,6282981578140512,孙丽,农业农村局,2025-03-12,6475.44,某印刷厂,办公用品,公务接待
796,6282530572009623,孙丽,教育局,2025-02-18,9233.27,某酒店,车辆加油,差旅住宿
797,6282334263490300,李娜,住建局,2025-01-08,12821.41,某酒店,差旅住宿,差旅住宿
798,6282350719228519,林雪,科技局,2025-06-09,3755.04,某广告公司,会议费,培训费
799,6282285213983483,黄磊,农业农村局,2025-04-25,7786.84,某旅行社,宣传费,会议费
800,6282413834795794,黄磊,交通局,2025-06-16,8784.1,某旅行社,公务接待,办公用品
801,6282921626295402,赵敏,农业农村局,2025-06-18,12802.1,某餐饮公司,车辆维修,宣传费
802,6282695471412768,马超,人社局,2025-05-02,2314.98,某广告公司,办公用品,印刷费
803,6282696918639940,杨帆,农业农村局,2025-05-08,5250.35,某加油站,办公用品,印刷费
804,6282272629678967,马超,农业农村局,2025-01-25,1343.07,某汽车维修厂,车辆维修,培训费
805,6282349583624754,李娜,民政局,2025-04-04,9049.28,某旅行社,会议费,车辆维修
806,6282437211914111,吴鑫,交通局,2025-03-23,3912.76,某餐饮公司,公务接待,车辆加油
807,6282980345700858,林雪,住建局,2025-02-22,12778.1,某会议中心,差旅住宿,印刷费
808,6282403914216510,张伟,住建局,2025-05-07,12421.79,某旅行社,会议费,宣传费
809,6282518693846534,陈静,人社局,2025-05-15,1995.21,某办公用品店,印刷费,车辆加油
810,6282115833866359,刘洋,教育局,2025-06-12,9267.2,某餐饮公司,公务接待,培训费
811,6282904305595638,杨帆,科技局,2025-02-28,8469.83,某办公用品店,印刷费,办公用品
812,6282494497736691,徐明,交通局,2025-06-21,14181.03,某办公用品店,车辆维修,宣传费
813,6282102840339263,王芳,科技局,2025-03-26,6340.9,某旅行社,公务接待,差旅住宿
814,6282847042136469,陈静,科技局,2025-03-22,9064.03,某汽车维修厂,宣传费,培训费
815,6282880436133437,刘洋,教育局,2025-05-18,5561.01,某印刷厂,车辆维修,培训费
816,6282918181009511,刘洋,教育局,2025-04-25,1627.74,某酒店,印刷费,差旅住宿
817,6282136000617016,徐明,人社局,2025-04-16,7833.61,某餐饮公司,印刷费,宣传费
818,6282443363148294,刘洋,科技局,2025-03-23,13822.27,某广告公司,车辆维修,差旅住宿
819,6282241209253336,张伟,人社局,2025-04-18,3204.78,某旅行社,车辆维修,培训费
820,6282257005993358,杨帆,教育局,2025-03-18,3317.88,某加油站,车辆加油,会议费
821,6282219010009764,朱红,教育局,2025-06-12,13619.66,某汽车维修厂,办公用品,印刷费
822,6282314314645461,吴鑫,人社局,2025-01-01,12430.68,某加油站,差旅住宿,会议费
823,6282751501617449,黄磊,人社局,2025-02-25,1413.82,某广告公司,车辆加油,差旅住宿
824,6282824132646543,杨帆,民政局,2025-01-05,8679.55,某加油站,培训费,培训费
825,6282987321241608,朱红,农业农村局,2025-05-20,10585.06,某汽车维修厂,印刷费,培训费
826,6282265249339382,孙丽,民政局,2025-02-26,1557.94,某餐饮公司,培训费,车辆加油
827,6282767124453078,陈静,教育局,2025-02-18,12604.34,某汽车维修厂,印刷费,车辆维修
828,6282991082197885,张伟,科技局,2025-02-06,2725.62,某会议中心,会议费,培训费
829,6282405486352758,张伟,农业农村局,2025-03-04,1560.88,某加油站,会议费,车辆加油
830,6282186568542057,黄磊,教育局,2025-04-25,12834.48,某加油站,会议费,差旅住宿
831,6282403672899633,徐明,科技局,2025-05-24,3502.71,某汽车维修厂,印刷费,印刷费
832,6282964471928896,胡兵,卫健委,2025-02-09,7610.21,某旅行社,车辆维修,公务接待
833,6282425522693451,吴鑫,交通局,2025-06-13,2128.97,某酒店,宣传费,公务接待
834,6282619602573225,吴鑫,民政局,2025-03-08,2421.94,某旅行社,车辆加油,差旅住宿
835,6282908843207387,陈静,人社局,2025-03-19,8555.47,某会议中心,办公用品,差旅住宿
836,6282613042801576,林雪,农业农村局,2025-01-12,13396.52,某办公用品店,印刷费,差旅住宿
837,6282912747726810,赵敏,住建局,2025-05-17,9739.25,某会议中心,培训费,办公用品
838,6282188657132000,吴鑫,卫健委,2025-03-17,3264.28,某加油站,车辆维修,印刷费
839,6282782421020114,李娜,住建局,2025-04-07,2218.65,某会议中心,差旅住宿,差旅住宿
840,6282211941467079,周杰,农业农村局,2025-06-21,3971.83,某酒店,会议费,车辆维修
841,6282704810917033,李娜,教育局,2025-02-06,3217.24,某印刷厂,车辆维修,公务接待
842,6282491816285745,赵敏,教育局,2025-03-03,1365.94,某广告公司,会议费,车辆维修
843,6282943088974618,张伟,交通局,2025-03-07,4550.77,某印刷厂,车辆维修,会议费
844,6282202891266415,王芳,科技局,2025-02-25,5972.36,某办公用品店,宣传费,培训费
845,6282255917026312,刘洋,人社局,2025-05-06,8732.06,某印刷厂,车辆加油,公务接待
846,6282884795049894,孙丽,科技局,2025-06-15,7002.99,某加油站,公务接待,培训费
847,6282562747160259,林雪,人社局,2025-05-26,5659.89,某广告公司,公务接待,公务接待
848,6282575048534524,赵敏,人社局,2025-01-01,8769.66,某办公用品店,宣传费,公务接待
849,6282614419307613,林雪,交通局,2025-05-22,10734.66,某办公用品店,车辆加油,车辆加油
850,6282787426434208,刘洋,科技局,2025-04-14,1854.13,某会议中心,办公用品,公务接待
851,6282342031085431,徐明,教育局,2025-06-11,6428.73,某办公用品店,差旅住宿,差旅住宿
852,6282425582857075,张伟,人社局,2025-01-25,113.24,某广告公司,印刷费,宣传费
853,6282518142666735,李娜,卫健委,2025-05-14,10466.09,某办公用品店,会议费,差旅住宿
854,6282687484346230,徐明,交通局,2025-06-11,1289.36,某旅行社,培训费,办公用品
855,6282427956260092,张伟,教育局,2025-02-09,12526.52,某办公用品店,公务接待,宣传费
856,6282843880121792,胡兵,民政局,2025-02-13,11932.75,某酒店,公务接待,车辆维修
857,6282383329935293,赵敏,卫健委,2025-05-08,4424.48,某印刷厂,办公用品,宣传费
858,6282772054709607,吴鑫,农业农村局,2025-03-09,13727.91,某广告公司,公务接待,宣传费
859,6282120888810550,杨帆,教育局,2025-03-11,6118.23,某加油站,宣传费,宣传费
860,6282530807402088,赵敏,农业农村局,2025-05-21,6467.87,某加油站,办公用品,车辆加油
861,6282394690844861,陈静,民政局,2025-04-12,4002.37,某办公用品店,宣传费,车辆加油
862,6282363444684336,王芳,人社局,2025-01-16,1507.03,某旅行社,公务接待,宣传费
863,6282215091309050,陈静,卫健委,2025-02-26,12785.83,某印刷厂,印刷费,培训费
864,6282149286658339,马超,教育局,2025-02-21,11240.57,某酒店,差旅住宿,印刷费
865,6282556842747107,赵敏,科技局,2025-05-14,4284.89,某会议中心,宣传费,印刷费
866,6282594702427711,李娜,住建局,2025-02-22,4922.91,某加油站,公务接待,办公用品
867,6282170718369677,张伟,民政局,2025-06-25,339.94,某印刷厂,车辆维修,差旅住宿
868,6282359859805078,孙丽,住建局,2025-06-07,12306.07,某旅行社,会议费,培训费
869,6282120433383321,吴鑫,卫健委,2025-06-16,4195.83,某汽车维修厂,会议费,车辆加油
870,6282862810525334,周杰,交通局,2025-02-22,12098.55,某餐饮公司,培训费,印刷费
871,6282247087685693,杨帆,教育局,2025-01-17,13842.64,某印刷厂,培训费,差旅住宿
872,6282639698445868,李娜,民政局,2025-05-19,4013.9,某印刷厂,车辆加油,差旅住宿
873,6282740925113546,周杰,教育局,2025-03-17,2940.19,某加油站,宣传费,公务接待
874,6282170735883814,吴鑫,民政局,2025-06-12,1016.28,某广告公司,车辆维修,车辆维修
875,6282720293670345,张伟,住建局,2025-03-19,9104.71,某汽车维修厂,会议费,办公用品
876,6282127893330814,林雪,交通局,2025-06-05,10027.47,某汽车维修厂,车辆加油,宣传费
877,6282688874744724,杨帆,科技局,2025-01-06,8576.66,某加油站,差旅住宿,差旅住宿
878,6282154285981272,徐明,交通局,2025-06-02,9307.29,某印刷厂,办公用品,培训费
879,6282389607886910,孙丽,住建局,2025-03-12,10418.15,某办公用品店,印刷费,宣传费
880,6282599369822808,朱红,教育局,2025-01-03,7930.68,某酒店,会议费,会议费
881,6282390350414487,赵敏,卫健委,2025-03-09,12933.0,某汽车维修厂,会议费,办公用品
882,6282615458734041,徐明,民政局,2025-03-08,10694.25,某印刷厂,办公用品,差旅住宿
883,6282742677690162,林雪,人社局,2025-03-20,5117.73,某旅行社,车辆维修,车辆维修
884,6282550046284552,杨帆,住建局,2025-03-08,1988.01,某广告公司,差旅住宿,宣传费
885,6282111891838728,孙丽,交通局,2025-06-09,11604.68,某广告公司,车辆维修,会议费
886,6282302683004996,赵敏,住建局,2025-04-16,7307.2,某餐饮公司,车辆维修,公务接待
887,6282757891365614,徐明,卫健委,2025-02-23,1878.38,某餐饮公司,车辆维修,培训费
888,6282993164804588,陈静,民政局,2025-01-10,4505.78,某印刷厂,会议费,车辆加油
889,6282162222000688,徐明,交通局,2025-02-06,6284.94,某餐饮公司,会议费,培训费
890,6282527246313350,马超,民政局,2025-02-22,2604.59,某旅行社,差旅住宿,宣传费
891,6282504665148138,杨帆,科技局,2025-02-17,8784.57,某印刷厂,差旅住宿,培训费
892,6282451327421627,林雪,住建局,2025-05-03,12986.08,某会议中心,印刷费,培训费
893,6282418350591625,周杰,教育局,2025-05-05,4505.65,某会议中心,差旅住宿,车辆维修
894,6282551112443945,孙丽,人社局,2025-01-12,4590.57,某印刷厂,车辆维修,宣传费
895,6282148066399819,徐明,人社局,2025-06-21,2936.9,某会议中心,车辆维修,宣传费
