id_card,name,pension_type,monthly_amount,last_payment_date
510100000000001037,退休人员0962,职工养老,1800,2026-05-14
510100000000004306,退休人员0963,居民养老,3500,2026-07-18
510100000000002113,退休人员0964,职工养老,1800,2026-05-19
510100000000001146,退休人员0965,居民养老,1800,2026-06-29
510100000000000847,退休人员0966,职工养老,1800,2026-05-17
510100000000002542,退休人员0967,居民养老,1800,2026-05-11
510100000000002021,退休人员0968,职工养老,8000,2026-05-26
510100000000001397,退休人员0969,居民养老,3500,2026-06-08
510100000000004853,退休人员0970,职工养老,5000,2026-07-05
510100000000000521,退休人员0971,职工养老,1800,2026-07-02
510100000000002725,退休人员0972,居民养老,3500,2026-05-14
510100000000001636,退休人员0973,职工养老,5000,2026-07-09
510100000000000132,退休人员0974,职工养老,2500,2026-06-09
510100000000001373,退休人员0975,职工养老,5000,2026-06-04
510100000000003179,退休人员0976,居民养老,8000,2026-07-30
510100000000002805,退休人员0977,职工养老,2500,2026-06-14
510100000000000894,退休人员0978,居民养老,5000,2026-06-15
510100000000004148,退休人员0979,职工养老,5000,2026-05-23
510100000000003543,退休人员0980,职工养老,3500,2026-05-11
510100000000004942,退休人员0981,职工养老,2500,2026-06-23
510100000000001574,退休人员0982,职工养老,8000,2026-06-12
510100000000003561,退休人员0983,居民养老,5000,2026-07-24
510100000000004915,退休人员0984,居民养老,1800,2026-06-05
510100000000002289,退休人员0985,职工养老,8000,2026-05-28
510100000000000327,退休人员0986,职工养老,3500,2026-05-19
510100000000000019,退休人员0987,居民养老,3500,2026-05-26
510100000000003133,退休人员0988,职工养老,2500,2026-07-22
510100000000000336,退休人员0989,居民养老,5000,2026-07-04
510100000000004844,退休人员0990,职工养老,3500,2026-07-08
510100000000002782,退休人员0991,职工养老,2500,2026-07-08
510100000000002693,退休人员0992,职工养老,3500,2026-05-17
510100000000002044,退休人员0993,居民养老,1800,2026-06-28
510100000000000410,退休人员0994,职工养老,2500,2026-06-17
510100000000003427,退休人员0995,居民养老,8000,2026-05-21
510100000000000095,退休人员0996,职工养老,3500,2026-06-03
510100000000004351,退休人员0997,职工养老,3500,2026-06-10
510100000000001170,退休人员0998,职工养老,8000,2026-07-09
510100000000003592,退休人员0999,职工养老,1800,2026-08-02
510100000000000588,退休人员0000,职工养老,800,2026-07-15
510100000000002605,退休人员0001,居民养老,300,2026-06-21
510100000000001684,退休人员0002,职工养老,300,2026-07-30
510100000000000394,退休人员0003,居民养老,300,2026-07-12
510100000000003245,退休人员0004,居民养老,800,2026-07-08
510100000000000190,退休人员0005,职工养老,500,2026-07-23
510100000000002732,退休人员0006,居民养老,500,2026-05-30
510100000000001829,退休人员0007,居民养老,800,2026-05-27
510100000000001573,退休人员0008,职工养老,800,2026-05-13
510100000000002435,退休人员0009,职工养老,300,2026-07-08
510100000000001660,退休人员0010,居民养老,300,2026-06-07
510100000000000347,退休人员0011,职工养老,500,2026-05-19
510100000000001121,退休人员0012,居民养老,500,2026-07-29
510100000000004680,退休人员0013,居民养老,300,2026-06-24
510100000000003656,退休人员0014,居民养老,800,2026-07-30
